Audioensaio (Audiovisual em tempo de ensaio),UNICAMP,Francisco Elinaldo Teixeira,,Comunicação
Audiologia,UNOESTE,Maria Cristina Alves Corazza,Patricia Arruda de Souza Alcaras,Fonoaudiologia
"Audiosfera - Música, Tecnologia e Cultura",UFBA,Messias Guimarães Bandeira,Marise Berta de Souza,Comunicação
Audiovisual sem destino,UFRGS,Elaine Athayde Alves Tedesco,Marina Bortoluz Polidoro,Artes
AUDIOVISUALIDADES,UNESP,Marcos Américo,Gustavo Soranz Gonçalves,Comunicação
"Audiovisualidades e tecnocultura: comunicação, memória e design",UNISINOS,Gustavo Daudt Fischer,Suzana Kilpp,Comunicação
AUDiscurso - Laboratório de Estudos do Audiovisual e do Discurso,UNEB,Janaina de Jesus Santos,,Lingüística
Auditoria e Tecnologia da Informação,USP,Joshua Onome Imoniana,,Administração
"Auditoria, Certificação e Gerenciamento Socioambiental - ACert",UNESP,Clauciana Schmidt Bueno de Moraes,Érica Pugliesi,Administração
"Auditoria, Governança e Compliance",UFU,Vidigal Fernandes Martins,Edilberto Batista Mendes Neto,Administração
AUÊ! Grupo de Estudos em Agricultura Urbana,UFMG,Heloisa Soares de Moura Costa,Daniela Adil Oliveira de Almeida,Planejamento Urbano e Regional
"Aufklärung - Grupo de Estudos e Pesquisas em Filosofia, Educação e Cultura",UEPG,Carlos Willians Jaques Morais,Sandra Borsoi,Filosofia
Auralidade e Vocalidade nas Artes - AV:A,UNESP,Wladimir Farto Contesini de Mattos,Achille Guido Picchi,Artes
"AUTEC: Arquitetura, Urbanismo, Tecnologia e Conforto Ambiental",URI,Renato José Dall Agnol,Pedro Couto Moreira,Arquitetura e Urbanismo
Autismo: Da Individualidade à Pluralidade,UFPE,Manuela Figueiroa Lyra de Freitas,,Saúde Coletiva
AUTO-MOTIVA,IFB,Luis Henrique Costa Vasconcelos,,Engenharia Mecânica
Auto-narrativas de práticas musicais (NarraMus),UFSM,Ana Lúcia de Marques e Louro-Hettwer,Maria Cecília de Araujo Rodrigues Torres,Artes
AutoAgri - Automação Agroindustrial e Eficiência Energética,IF Goiano,Geovanne Pereira Furriel,Cleber Asmar Ganzaroli,Engenharia Elétrica
Autoajuda para o cuidado de enfermagem,UFC,Lorita Marlena Freitag Pagliuca,Ana Fátima Carvalho Fernandes,Enfermagem
Autoetnografia Performática - Corpos e decolonialidades em Saúde (AP-CODEs),UNICAMP,Nelson Filice de Barros,Gustavo Antonio Raimondi,Saúde Coletiva
Automação Aplicada,UFU,José Jean Paul Zanlucchi de Souza Tavares,Rogério Sales Gonçalves,Engenharia Mecânica
"Automação da Produção, Robótica e Reabilitação",IFSP,Joao Sinohara da Silva Sousa,Paulo Marcos de Aguiar,Engenharia Mecânica
Automação do Agronegócio,UniCEUB,Luciano Henrique Duque,,Engenharia Elétrica
Automação do Projeto de Sistemas Computacionais Embarcados,UFSC,Luiz Cláudio Villar dos Santos,José Luís Almada Güntzel,Ciência da Computação
Automação e Controle,PUC/SP,Aparecido Sirley Nicolett,Rosana Nunes dos Santos,Engenharia Elétrica
Automação e Controle,IFS,Elenilton Teodoro Domingues,Marco Aurélio Pereira Buzinaro,Engenharia Elétrica
Automação e Controle de Máquinas Elétricas,UFF,Jose Andres Santisteban Larrea,,Engenharia Elétrica
Automação e Controle de Processos Industriais e Agroindustriais,UNICAMP,Angel Pontin Garcia,Claudio Kiyoshi Umezu,Engenharia Agrícola
Automação e Controle de Sistemas Produtivos,UFAL,Julio Inacio Holanda Tavares Neto,,Engenharia de Produção
AUTOMAÇÃO E INTEGRAÇÃO DE SISTEMAS,IFSP,Francisco Yastami Nakamoto,Osvaldo Luís Asato,Engenharia Mecânica
Automação e Inteligência Artificial,UFLA,Bruno Henrique Groenner Barbosa,Danton Diego Ferreira,Engenharia Elétrica
Automação e Mecanização Laboratorial,IFES,Ernesto Correa Ferreira,Juliano Souza Ribeiro,Química
Automação e Potência Elétricas para Sistemas Espaciais,IAE,Francisco Carlos Parquet Bizarria,João Mauricio Rosário,Engenharia Aeroespacial
Automação e Sistemas de Potência,UPF,Jocarly Patrocínio de Souza,Mikhail Polonskii,Engenharia Elétrica
Automação Eletromecânica,IF-Catarinense,Ricardo Kerschbaumer,Tiago Dequigiovani,Engenharia Elétrica
Automação Industrial e Controle,UEL,Ruberlei Gaino,Márcio Roberto Covacic,Engenharia Elétrica
Automação Industrial e Controle de Processos,UFRN,Aldayr Dantas de Araújo,Allan de Medeiros Martins,Engenharia Elétrica
Automação Inteligente de Processos Agroambientais e Biológicos (AIPAGRO),IF Goiano,Júlio César Ferreira,Júnio César de Lima,Ciência da Computação
Automação Inteligente de Processos e Algoritmos,IF Goiano,Fernando Barbosa Matos,Marcel da Silva Melo,Ciência da Computação
Automação Inteligente de Sistemas Dinâmicos,IFSP,Andre Luis Dias,Afonso Celso Turcato,Engenharia Elétrica
"Automação, Controle e Operação de Sistemas Dinâmicos",IME,Paulo César Pellanda,Alberto Mota Simões,Engenharia Elétrica
"Automação, Metrologia Científica e Industrial, Engenharia Biomédica e Tecnologia Assistiva",UFMS,Josivaldo Godoy da Silva,Saulo Gomes Moreira,Engenharia Elétrica
"Automação, Quimiometria e Química Ambiental (AQQUA)",UnB,Fernando Fabriz Sodré,Jez Willian Batista Braga,Química
"Automação, Sistemas e Robótica Industrial",SOCIESC,Carlos Roberto da Silva Filho,,Engenharia Elétrica
Automática,IFMA,Ernesto Franklin Marçal Ferreira,,Engenharia Elétrica
AUTOMSYSTEM,IFSP,Marcos Marinovic Doro,Marcelo Saraiva Coelho,Engenharia Elétrica
Autonomia e motivação na aprendizagem de línguas adicionais enquanto sistema adaptativo complexo,UFPA,Walkyria Alydia Grahl Passos Magno e Silva,,Lingüística
Autonomia Privada e Gestão de Litígios,UFMG,Érico Andrade,Gláucio Ferreira Maciel Gonçalves,Direito
"Autonomia privada existencial e autonomia privada patrimonial: conteúdos, responsabilidades e limites",UERJ,Maria Celina Bodin de Moraes,Gisela Sampaio da Cruz Costa Guedes,Direito
AUTÔNOMOS DIGITAIS,UFPB,Juliana de Albuquerque Gonçalves Saraiva,Yuska Paola Costa Aguiar,Ciência da Computação
Autopoiesis,UNIOESTE,Marcelo Gomes,,Educação
AUTORIA,UNISUL,Solange Maria Leda Gallo,,Lingüística
Autoritarismo e Corporativismo em perspectiva comparada,PUCRS,Luciano Aronne de Abreu,,História
Autoritarismo e Resistência (AR),UNESPAR,Miliandre Garcia de Souza,Andrea Siqueira D'Alessandri Forti,História
Autoritarismo Político e Imprensa no Brasil Contemporâneo,PUCRS,Luciano Aronne de Abreu,Helder Volmar Gordim da Silveira,História
AUTORITARISMOS E ESTEREÓTIPOS NA COMUNICAÇÃO: PASSADO PRESENTE FUTURO,UEL,Márcia Neme Buzalaf,,Comunicação
AUXILIO AO DIAGNOSTICO MEDICO,UNIVBRASIL,Daniel Souza Ferreira Magalhães,,Engenharia Biomédica
AVACEFETMG,CEFET/MG,José Wilson da Costa,Márcia Gorett Ribeiro Grossi,Educação
AVACEFETMG,CEFET/MG,Márcia Gorett Ribeiro Grossi,Iomara Albuquerque Giffoni,Educação
AVAL - AVALIAÇÃO DA/NA APRENDIZAGEM DE LÍNGUAS,UFPA,Myriam Crestian Chaves da Cunha,Márcia Andréa Almeida de Oliveira,Lingüística
Avalia - Avaliação de uso da linguagem,UFRGS,Juliana Roquele Schoffen,,Lingüística
"AvaliaÃ§Ã£o, ReabilitaÃ§Ã£o e InteraÃ§Ã£o Humano-Animal (ARIHA)",PUCRS,Tatiana Quarti Irigaray,,Psicologia
Avaliação Aberta,UFPB,Joana Coeli Ribeiro Garcia,,Ciência da Informação
AVALIAÇÃO AMBIENTAL EM BACIAS HIDROGRÁFICAS - UNITAU,UNITAU,Marcelo dos Santos Targa,,Geociências
AVALIAÇÃO ANIMAL,UFRPE,Carlos Bôa Viagem Rabello,Wilson Moreira Dutra Junior,Zootecnia
Avaliação Clínica e Abordagens de Tratamento em Transtornos Mentais,UEL,Sandra Odebrecht Vargas Nunes,Heber Odebrecht Vargas,Medicina
Avaliação clínica e laboratorial dos materiais odontológicos,UFC,Sérgio Lima Santiago,Juliano Sartori Mendonca,Odontologia
AVALIAÇÃO COMPORTAMENTAL DE HIGIENE BUCAL DE ESCOLARES,UNIVERSO,Carlos Bandeira Júnior,,Odontologia
"Avaliação computacional de dados, processos e moléculas de interesse na saúde humana",UnB,Mauricio Homem de Mello,,Farmácia
Avaliação da biocompatibilidade e efeito microbicida de nanopartículas para tratamento de doenças infecciosas e parasitárias,UFTM,Marcos Vinícius da Silva,Anielle Christine Almeida Silva,Medicina
Avaliação da capacidade insitucional para a atenção às doenças crônicas transmissíveis e não transmissíveis,FACENE,Débora Raquel Soares Guedes Trigueiro,Karen Krystine Gonçalves de Brito,Saúde Coletiva
AVALIAÇÃO DA CERTIFICAÇÃO DA QUALIDADE DE EMPRESAS OFFSHORE,UFF,Denise Cristina de Oliveira Nascimento,Ailton da Silva Ferreira,Administração
Avaliação da Expansão das Redes de Pré-Escolas e Creches Brasileiras - Educação Infantil,FGV,Aloisio Pessoa de Araujo,,Economia
Avaliação da Exposição a Metais na Saúde Humana e Ecossistemas,FIOCRUZ,Maria de Fátima Ramos Moreira,Renato Marçullo Borges,Saúde Coletiva
Avaliação da Função e Desordens Gastrintestinais,UFDPar,Jand Venes Rolim Medeiros,,Farmacologia
Avaliação da Linguagem e Fala,UNESP,Célia Maria Giacheti,,Fonoaudiologia
Avaliação da microbiota vaginal,FAMEMA,Gabriel Vitor da Silva Pinto,,Medicina
AVALIAÇÃO DA PERFORMANCE HUMANA,UNESP,Benedito Sérgio Denadai,,Educação Física
Avaliação da Performance Humana - ESEF / UPE,UPE,Manoel da Cunha Costa,Aline de Freitas Brito,Educação Física
Avaliação da qualidade de vida e qualidade de vida no trabalho,UEPG,Bruno Pedroso,,Saúde Coletiva
Avaliação da Qualidade e Custos de Serviços de Saúde,FIOCRUZ,Margareth Crisostomo Portela,Sheyla Maria Lemos Lima,Saúde Coletiva
Avaliação da sustentabilidade e redução de impactos ambientais na construção civil,UFES,Maristela Gomes da Silva,,Engenharia Civil
Avaliação da Sustentabilidade na Amazônia - ASUNAM,UNIFAP,José Francisco de Carvalho Ferreira,,Planejamento Urbano e Regional
Avaliação das ações de detecção precoce e da sobrevida em câncer,UERJ,Gulnar Azevedo e Silva,,Saúde Coletiva
AVALIAÇÃO DAS PATOLOGIAS E SUAS REPERCUSSÕES NOS AGRAVOS DA SAÚDE E QUALIDADE DE VIDA,PUC Campinas,Cintia Kelly Bittar,,Medicina
Avaliação das Pneumopatias crônicas,UFC,Eanes Delgado Barros Pereira,,Medicina
Avaliação das Políticas Públicas em Educação,IFB,Claudio Nei Nascimento da Silva,Veruska Ribeiro Machado,Educação
Avaliação de Alimentos e Aditivos para Ruminantes,UENF,Tadeu Silva de Oliveira,,Zootecnia
Avaliação de Alimentos e Nutrição,UFMT,Aída Couto Dinucci Bezerra,,Educação
Avaliação de Alimentos e Produção de Carne Ovina,UNESP,Américo Garcia da Silva Sobrinho,,Zootecnia
Avaliação de Aspectos da Sexualidade em Pacientes Oncológicos.,IOEPEMC,Maria Cristina Figueroa Magalhães,,Medicina
Avaliação de carnes e carcaças - GPAC,UEL,Ana Maria Bridi,,Zootecnia
Avaliação de compostos sintéticos candidatos a fármacos multiavos em células de levedura,UFRRJ,Cristiano Jorge Riger,,Bioquímica
Avaliação de Consumo Alimentar de Idosos,USJT,Rita de Cássia de Aquino,Adriana Machado Saldiba de Lima,Nutrição
Avaliação de Desempenho de Sistemas Computacionais,UECE,Jorge Luiz de Castro e Silva,José Everardo Bessa Maia,Ciência da Computação
Avaliação de Desempenho de Sistemas Construtivos,USJT,Maurício Marques Resende,Sandro Martini,Engenharia Civil
Avaliação de desertos e pântanos alimentares em um município de médio porte de Minas Gerais,UniAcademia,Priscila Moreira de Lima Pereira,,Nutrição
Avaliação de ecossistemas aquáticos e recursos pesqueiros,UFS,Mario Jose Fonseca Thome de Souza,,Recursos Pesqueiros e Engenharia de Pesca
AVALIAÇÃO DE EXIGENCIAS NUTRICIONAIS DE OVINOS DESLANADOS,UFC,Elzania Sales Pereira,,Zootecnia
"Avaliação de Fármacos, Medicamentos e Serviços Farmacêuticos",UEPG,Paulo Vitor Farago,Jane Manfron,Farmácia
Avaliação de fatores de risco para ortorexia nervosa e insatisfação corporal em estudantes de cursos da área da saúde de uma universidade de Minas Gerais,UniAcademia,Priscila Moreira de Lima Pereira,,Nutrição
Avaliação de Impactos e Gestão de Recursos Naturais,UFLA,Luís Antônio Coimbra Borges,,Recursos Florestais e Engenharia Florestal
"Avaliação de neo-antígenos em pacientes com melanoma mutado para NRAS, com Câncer de Pâncreas mutado para KRAS e com câncer de Mama mutado para PIK3C.",IOEPEMC,Andreia Cristina de Melo,,Medicina
Avaliação de Parâmetros Genéticos e Ambientais que Influenciam as Características Produtivas e Reprodutivas de Animais de Interesse Zootécnico,UFPR,Rodrigo de Almeida Teixeira,Laila Talarico Dias Teixeira,Zootecnia
Avaliação de Políticas e Programas,UFRGS,Marília Patta Ramos,,Sociologia
Avaliação de Políticas e Programas de Controle de Processos Endêmicos,FIOCRUZ,Marly Marques da Cruz,Zulmira Maria de Araújo Hartz,Saúde Coletiva
Avaliação de Políticas Educacionais,UNIFESP,Maria Angélica Pedra Minhoto,Celia Maria Benedicto Giglio,Educação
Avaliação de produtos de origem animal,UFRRJ,Ligia Fatima Lima Calixto,Victor Cruz Rodrigues,Zootecnia
Avaliação de Produtos Naturais do Estado de Mato Grosso com Potencial Atividade Antimalárica,UFMT,Bruno Antonio Marinho Sanchez,Fernando de Pilla Varotti,Parasitologia
Avaliação de Produtos Naturais e Sintéticos em Ensaios Biológicos,UFMS,Andréa Luiza Cunha-Laura,Danielle Serra de Lima,Farmacologia
Avaliação de proficiência em língua estrangeira,IFSP,Eliana Kobayashi,,Lingüística
Avaliação de Qualidade de Vida e Grupo de Apoio Multidisciplinar para pacientes com Tumores Urológicos,UNICAMP,Wagner Eduardo Matheus,Ubirajara Ferreira,Medicina
AVALIAÇÃO DE RISCO DA EXPOSIÇÃO HUMANA A RESIDUOS E CONTAMINANTES,UnB,Eloisa Dutra Caldas,,Farmácia
Avaliação de Risco e Toxicologia de Novas Tecnologias e Contaminantes Aplicadas à Saúde Humana e Ambiental,UFPB,Davi Felipe Farias,,Bioquímica
Avaliação de Risco em Toxicologia - ARTox,UNISO,Eric Diego Barioni,Rômulo Tadeu Dias de Oliveira,Saúde Coletiva
Avaliação de Riscos e Impactos Ambientais,UFAM,Andrea Viviana Waichman,Thierry Ray Jehlen Gasnier,Ecologia
Avaliação de Serviços de Saúde,UEPB,Tânia Maria Ribeiro Monteiro de Figueiredo,Edwirde Luiz Silva Camêlo,Saúde Coletiva
Avaliação de serviços e sistemas de saúde,USP,Oswaldo Yoshimi Tanaka,,Saúde Coletiva
Avaliação de serviços e sistemas de saúde,USP,Oswaldo Yoshimi Tanaka,,Saúde Coletiva
AVALIAÇÃO DE TECNOLOGIAS DE SAÚDE EM GENÉTICA CLÍNICA,HCPA,Ida Vanessa Doederlein Schwartz,,Medicina
Avaliação de tecnologias em doenças tropicais negligenciadas,UnB,Gustavo Adolfo Sierra Romero,Henry Maia Peixoto,Medicina
Avaliação de tecnologias em saúde,UNIFESP,Ronald Luiz Gomes Flumignan,Carolina Dutra Queiroz Flumignan,Medicina
Avaliação do Ciclo de Vida e Gestão de Resíduos,UNICAMP,Carmenlucia Santos Giordano Penteado,,Engenharia Sanitária
Avaliação do comportamento da barreira de pressão de dutos flexíveis offshore,UFRJ,Ana Lúcia Nazareth da Silva,,Engenharia de Materiais e Metalúrgica
AVALIAÇÃO DO COMPROMETIMENTO COGNITIVO DE PACIENTES DIABÉTICOS,CEI,Amanda Nunes Santiago Hübner,,Medicina
Avaliação do desempenho de serviços e sistemas de saúde,FIOCRUZ,Mônica Silva Martins,Josué Laguardia,Saúde Coletiva
Avaliação do desenvolvimento e desempenho infantil,UFMG,Lívia de Castro Magalhães,Marisa Cotta Mancini,Fisioterapia e Terapia Ocupacional
Avaliação do Estado Nutricional,UFMT,Márcia Gonçalves Ferreira,Paulo Rogério Melo Rodrigues,Nutrição
AVALIAÇÃO DO IMPACTO DAS MALOCLUSÕES NA QUALIDADE DE VIDA DE ADULTOS JOVENS,UniEVANGELICA,Monarko Nunes de Azevedo,,Odontologia
Avaliação do Impacto na Saúde Integral em Programas de Saneamento,FIOCRUZ,Debora Cynamon Kligerman,Deborah Chein Bueno de Azevedo,Saúde Coletiva
Avaliação do Movimento Humano,UFG,Mário Hebling Campos,,Educação Física
Avaliação do perfil clínico-epidemiológico de microcefalia em nascidos vivos no DF,ESCS,Claudio Jose Ferreira Lima Junior,,Medicina
Avaliação do potencial antiparasitário de substâncias potencialmente bioativas,USP,Sérgio de Albuquerque,,Farmácia
Avaliação dos Impactos Ambientais (AVIMA),UNESPAR,Jose Roberto Caetano da Rocha,,Química
AVALIAÇÃO E ANÁLISE ESTATÍSTICA EM SAÚDE COLETIVA - PESQSAUDE,UECE,Francisco José Maia Pinto,Cybelle Facanha Barreto Medeiros Linard,Saúde Coletiva
Avaliação e Cartografia Geoambiental,IPT,Omar Yazbek Bitar,Carlos Geraldo Luz de Freitas,Geociências
Avaliação e Conservação de Alimentos,UFPR,Simone Gisele de Oliveira,Ananda Portella Félix,Zootecnia
"AVALIAÇÃO E CONTROLE DA QUALIDADE FÍSICO-QUÍMICA DE FÁRMACOS, MEDICAMENTOS E ARTIGOS PARA A SAÚDE",FIOCRUZ,Katia Christina Leandro,André Luís Mazzei Albert,Saúde Coletiva
Avaliação e cuidado à  saúde da criança,UFSCAR,Carla Maria Ramos Germano,,Medicina
Avaliação e Desenvolvimento de Competências em Liderança em Profissionais da Saúde Envolvidos com Atendimento Oncológico.,IOEPEMC,Max Senna Mano,,Medicina
Avaliação e desenvolvimento de técnicas e biomateriais em Odontologia,UNESP,Milton Carlos Kuga,João Felipe Besegato,Odontologia
Avaliação e diagnóstico do desenvolvimento regional - UNITAU,UNITAU,Monica Franchi Carniello,Moacir José dos Santos,Planejamento Urbano e Regional
Avaliação e Ensino da Leitura e Compreensão Leitora,UEL,Patricia Silva Lucio,,Educação
Avaliação e Ensino em Administração,UFBA,Roberto Brazileiro Paixão,Adriano Leal Bruni,Administração
Avaliação e Evidência em Saúde (GPAES),UNICENTRO,Andersom Ricardo Fréz,,Fisioterapia e Terapia Ocupacional
"Avaliação e Gerenciamento de Riscos, Benefícios e Tecnologias em Saúde",IFBA,Marcus Vinícius Teixeira Navarro,Eduardo Marinho Barbosa,Saúde Coletiva
Avaliação e intervenção aplicadas ao sistema cardiorrespiratório,UNIMEP,Marlene Aparecida Moreno,,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção do Complexo do Ombro,UFSCAR,Paula Rezende Camargo,Melina Nevoeiro Haik,Fisioterapia e Terapia Ocupacional
AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA,UPF,Lia Mara Wibelinger,Sheila Gemelli de Oliveira,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção em Fisioterapia (GPAFi),UnB,Aline Martins de Toledo,Luisiane de Avila Santana,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção em Fisioterapia Musculoesquelética,UFTM,Dernival Bertoncello,,Fisioterapia e Terapia Ocupacional
Avaliação e intervenção em Fisioterapia Neuro-Funcional,UFMS,Gustavo Christofoletti,,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção em Fisioterapia Neurofuncional (GPFIN),UEL,Suhaila Mahmoud Smaili Santos,,Fisioterapia e Terapia Ocupacional
Avaliação e intervenção em Fisioterapia nos diversos campos de atuação profissional,UFPEL,Lisiane Piazza Luza,Maíra Junkes Cunha,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção em Psicologia Clínica,UNISINOS,Vera Regina Röhnelt Ramires,,Psicologia
Avaliação e Intervenção em Psicologia Clínica,ATITUS,Vera Regina Röhnelt Ramires,,Psicologia
Avaliação e Intervenção em reabilitação,UFJF,Carla Malaguti,Carlos Alberto Mourão Júnior,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção em Reabilitação Cardiorrespiratória e Terapia Intensiva,UNISUAM,Agnaldo José Lopes,Luis Felipe da Fonseca Reis,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção Fisioterapêutica Cardiorrespiratória e Instrumentos de Medida em Saúde,UFRN,Karla Morganna Pereira Pinto de Mendonça,Karolinne Souza Monteiro,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção Fisioterapeutica em Doença Renal Crônica (DRC),UFPE,Patricia Erika de Melo Marinho,,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção Fisioterapêutica em Saúde da Mulher.,UFPE,Caroline Wanderley Souto Ferreira,,Fisioterapia e Terapia Ocupacional
Avaliação e intervenção fisioterapêutica nas desordens musculoesqueléticas,UNICID,Cristina Maria Nunes Cabral,,Fisioterapia e Terapia Ocupacional
Avaliação e intervenção fisioterapêutica nos ciclos da vida,UFS,Marcela Ralin de Carvalho Deda Costa,Julia Guimarães Reis da Costa,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção nas Disfunções Agudas e Crônicas,UENP,Cláudia Roberta Brunnquell Sczepanski,,Fisioterapia e Terapia Ocupacional
Avaliação e intervenção nas disfunções cardiometabólicas e respiratórias,UniEVANGELICA,Viviane Soares,,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção no Ciclo Vital,PUCRS,Irani Iracema de Lima Argimon,,Psicologia
Avaliação e Intervenção no Desempenho Físico e Funcional,UNIB,Eneida Yuri Suda,Cristina Dallemole Sartor,Fisioterapia e Terapia Ocupacional
Avaliação e Intervenção no Movimento Humano Fisiológico e Patológico,UEG,Cibelle Kayenne Martins Roberto Formiga,Tânia Cristina Dias da Silva Hamu,Fisioterapia e Terapia Ocupacional
AVALIAÇÃO E MONITORAMENTO DA BIODIVERSIDADE - AMBIO,UTFPR,Leonardo Biral dos Santos,Vagner Aparecido Cavarzere Junior,Biologia Geral
Avaliação e Monitoramento Nutricional de Comunidades,CESUMAR,Rose Mari Bennemann,,Nutrição
Avaliação e organização do trabalho pedagógico,UnB,Benigna Maria de Freitas Villas Boas,Rose Meire da Silva e Oliveira,Educação
AVALIAÇÃO E POLÍTICAS EDUCACIONAIS,UPE,Maria do Carmo Tinoco Bezerra Brandão Muniz,Rejane Maria Vasconcelos Lima,Educação
"Avaliação e Reabilitação das Disfunções Cardiovascular, Respiratória e Oncológica",UFPA,Laura Maria Tomazi Neves,Saul Rassy Carneiro,Fisioterapia e Terapia Ocupacional
"Avaliação e Reabilitação nas Disfunções Cardiovasculares, Respiratórias e Metabólicas - BEATS",UNICEUMA,Daniela Bassi Dibai,Adriana Sousa Rêgo,Fisioterapia e Terapia Ocupacional
Avaliação e Representações Sociais em Contexto,UNICID,Sandra Lúcia Ferreira,,Educação
AVALIAÇÃO E TRATAMENTO DA POLUIÇÃO AMBIENTAL,UNIVALI,Claudemir Marcos Radetski,,Química
Avaliação e tratamento das deformidades e alterações dentofaciais,UFPR,Delson João da Costa,Rafaela Scariot,Odontologia
Avaliação Ecossistêmica de Riscos Ambiental e à Saúde Humana em Territórios com Mineração,CETEM,Zuleica Carmen Castilhos,,Ciências Ambientais
Avaliação Educacional,FCC,Adriana Bauer,,Educação
Avaliação em bem-estar e saúde mental,PUCRS,Wagner de Lara Machado,,Psicologia
Avaliação em Ciência e Tecnologia,UFRJ,Pierre Ohayon,,Administração
Avaliação em EAD: tendências contemporâneas,CESGRANRIO,Lígia Silva Leite,Lúcia Regina Goulart Vilarinho,Educação
Avaliação Energética de Sistemas Térmicos,IFRS,Ivoni Carlos Acunha Junior,Anderson Favero Porte,Engenharia Mecânica
"Avaliação Farmacológica, Toxicológica e Nutricional de Produtos Naturais",UFGD,Candida Aparecida Leite Kassuya,Arielle Cristina Arena,Farmacologia
Avaliação genética e fisiológica de plantas de interesse econômico no Cerrado,UFJ,Edésio Fialho dos Reis,,Agronomia
Avaliação não Destrutiva de Tensões,UNICAMP,Auteliano Antunes dos Santos Junior,,Engenharia Mecânica
Avaliação Operacional de Máquinas Elétricas Rotativas e Transformadores de Potência,UNESP,André Luiz Andreoli,Bruno Albuquerque de Castro,Engenharia Elétrica
Avaliação psicologica do potencial humano,PUC Campinas,Solange Muglia Wechsler,Tatiana de Cássia Nakano,Psicologia
Avaliação psicológica e as demandas da psicologia clínica,UNIPLAC,Kenny Secchi,,Psicologia
Avaliação Psicológica e desenvolvimento adulto,UNASP,Francine Nathalie Ferraresi Rodrigues Queluz,,Psicologia
Avaliação psicológica e processos clínicos,UEL,Silvia Nogueira Cordeiro,Maria Elizabeth Barreto Tavares dos Reis,Psicologia
Avaliação Psicológica: Conceitos e Medidas,UFSCAR,Patrícia Waltz Schelini,,Psicologia
Avaliação Psicológica: Métodos e Técnicas de Investigação na Realidade Brasileira,PUC/SP,Regina Sonia Gattas Fernandes do Nascimento,Maria Cecilia de Vilhena Moraes,Psicologia
Avaliação Psicológica: Métodos e Técnicas de Investigação na Realidade Brasileira,PUC/SP,Marcelo Camargo Batistuzzo,Maria Elisabeth Montagna,Psicologia
Avaliação Psicológica: Qualidades psicométricas dos instrumentos,UECE,Lucila Moraes Cardoso,Thicianne Malheiros da Costa,Psicologia
Avaliação Vascular na Hipertensão Arterial e outras Doenças Cardiovasculares,UERJ,Andréa Araujo Brandão,,Medicina
"AVALIAÇÃO, DESENVOLVIMENTO E IMPLEMENTAÇÃO DE TERAPIAS PARA DOENÇAS GENÉTICAS",UFRGS,Ida Vanessa Doederlein Schwartz,,Genética
"Avaliação, diagnóstico, tratamento e prevenção em Ortopedia, Traumatologia e no Esporte",UniCEUB,Tácio Rodrigues da Silva Santos,Marcio de Paula e Oliveira,Medicina
"Avaliação, Educação e Intervenção Multidisciplinar, Qualidade de Vida e Saúde",UAM,Kelly Cristina Pagotto Fogaça,Alessandra Fabiane Lago,Nutrição
"Avaliação, Gestão e inovação em Cuidados de Saúde (AGICS)",UNIARP,Paula Brustolin Xavier,Francielli Girardi,Saúde Coletiva
"Avaliação, Intervenção Fisioterapêutica nos Sistemas Respiratório/ Cardiovascular e Inovação Tecnológica em Saúde",UFRN,Guilherme Augusto de Freitas Fregonezi,Vanessa Regiane Resqueti,Fisioterapia e Terapia Ocupacional
"Avaliação, intervenções e fatores associados à dor",UFES,Fernanda Mayrink Goncalves Liberato,,Fisioterapia e Terapia Ocupacional
"Avaliação, Otimização e Desenvolvimento de Tecnologias Ambientais",UNIFAL/MG,Renata Piacentini Rodriguez,Rafael Brito de Moura,Engenharia Sanitária
"Avaliação, Prevenção e Intervenção das Alterações dos Tendões - Tendon Research Group",UFC,Rodrigo Ribeiro de Oliveira,Márcio Almeida Bezerra,Fisioterapia e Terapia Ocupacional
"Avaliação, técnica, materiais e procedimentos clínicos em Odontologia",UNESP,Ana Paula Martins Gomes,,Odontologia
Avaliações e Intervenções Motoras,UFRGS,Nadia Cristina Valentini,Alessandra Bombarda Müller,Educação Física
Avanços e Novas Alternativas no Processamento de Bebidas,UNICAMP,Flávio Luís Schmidt,,Ciência e Tecnologia de Alimentos
Avanços em ciência e tecnologia para melhorar a qualidade da carne,UNICAMP,Sérgio Bertelli Pflanzer Junior,,Ciência e Tecnologia de Alimentos
Avanços em Cirurgia Veterinária,FESURV,Tales Dias do Prado,,Medicina Veterinária
"Avanços em Clínica, Cirurgia, Anestesiologia e Bem-estar na Medicina Veterinária",UFPR,Fabiola Bono Fukushima,Marilene Machado Silva,Medicina Veterinária
Avanços em Neurocirurgia,UFPE,Marcelo Moraes Valença,,Medicina
